# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 440
# 	max connectivity: 2
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureLattice<bool>
# FeatureExcludedVolumeSc<FeatureLattice<bool> >
# FeatureBoltzmann
# 
# not registered features: 
# 
# 
# Created by AnalyzerPositionOfTer
# file contains time series of average Rg_squared (Rg2) over all analyzed groups
# format: mcs	 X	 Y	 Z	 OriPos

50000	49	4	10	155	
100000	50	8	5	155	
150000	61	11	12	155	
200000	63	5	11	155	
250000	66	11	4	155	
300000	64	6	9	155	
350000	53	13	16	155	
400000	64	6	15	155	
450000	68	10	15	155	
500000	76	12	12	155	
550000	65	14	15	155	
600000	77	17	14	155	
650000	83	10	1	155	
700000	80	8	17	155	
750000	83	7	8	155	
800000	85	13	13	155	
850000	83	6	6	155	
900000	73	16	11	155	
950000	85	4	16	155	
1e+06	81	11	10	155	
1.05e+06	82	5	11	155	
1.1e+06	83	13	14	155	
1.15e+06	76	14	11	155	
1.2e+06	81	20	8	155	
1.25e+06	67	10	13	155	
1.3e+06	76	11	1	155	
1.35e+06	83	7	10	155	
1.4e+06	61	4	6	155	
1.45e+06	66	10	2	155	
1.5e+06	64	1	7	155	
1.55e+06	58	1	17	155	
1.6e+06	56	1	7	155	
1.65e+06	65	6	4	155	
1.7e+06	55	12	12	155	
1.75e+06	61	7	12	155	
1.8e+06	70	1	15	155	
1.85e+06	66	4	13	155	
1.9e+06	64	8	4	155	
1.95e+06	61	9	15	155	
2e+06	60	4	18	155	
2.05e+06	61	11	8	155	
2.1e+06	78	0	8	155	
2.15e+06	78	7	1	155	
2.2e+06	68	5	12	155	
2.25e+06	51	7	18	155	
2.3e+06	47	4	15	155	
2.35e+06	40	9	10	155	
2.4e+06	58	18	10	155	
2.45e+06	52	2	14	155	
2.5e+06	51	7	19	155	
2.55e+06	49	2	8	155	
2.6e+06	48	1	2	155	
2.65e+06	55	0	1	155	
2.7e+06	47	9	4	155	
2.75e+06	50	7	5	155	
2.8e+06	45	1	6	155	
2.85e+06	56	7	0	155	
2.9e+06	48	1	13	155	
2.95e+06	41	4	2	155	
3e+06	47	17	4	155	
3.05e+06	59	17	7	155	
3.1e+06	49	9	6	155	
3.15e+06	52	4	7	155	
3.2e+06	42	3	9	155	
3.25e+06	45	4	16	155	
3.3e+06	45	3	15	155	
3.35e+06	32	18	16	155	
3.4e+06	26	15	12	155	
3.45e+06	23	9	18	155	
3.5e+06	33	10	18	155	
3.55e+06	38	3	19	155	
3.6e+06	41	18	1	155	
3.65e+06	36	18	20	155	
3.7e+06	38	9	11	155	
3.75e+06	28	15	6	155	
3.8e+06	22	12	4	155	
3.85e+06	32	18	4	155	
3.9e+06	33	8	2	155	
3.95e+06	31	13	10	155	
4e+06	25	16	8	155	
4.05e+06	36	16	11	155	
4.1e+06	45	5	11	155	
4.15e+06	25	12	19	155	
4.2e+06	34	2	14	155	
4.25e+06	30	10	14	155	
4.3e+06	23	9	10	155	
4.35e+06	16	2	13	155	
4.4e+06	20	9	1	155	
4.45e+06	37	9	2	155	
4.5e+06	32	2	10	155	
4.55e+06	26	11	13	155	
4.6e+06	28	13	0	155	
4.65e+06	44	4	19	155	
4.7e+06	38	14	8	155	
4.75e+06	40	7	11	155	
4.8e+06	43	12	7	155	
4.85e+06	43	3	6	155	
4.9e+06	40	12	13	155	
4.95e+06	45	9	14	155	
5e+06	35	15	12	155	
